"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"Shakespeare's","13","482","6.178","#"
"Shakespearian","13","39","3.664","JJ|NN"
"shakily","7","76","4.331","RB"
"shaking","7","3,435","8.142","VB|NN"
"shaky","5","1,105","7.008","JJ"
"shale","5","137","4.920","NN"
"shall","5","60,161","11.005","VB"
"shallot","7","52","3.951","NN"
"shallow","7","3,761","8.232","JJ|NN"
"shallower","9","147","4.990","JJ"
"shallowness","11","121","4.796","NN"
"shalom","6","868","6.766","minor"
"sham","4","1,009","6.917","NN"
"shaman","6","3,371","8.123","NN"
"shamble","7","8","2.079","NN|VB"
"shambled","8","15","2.708","VB"
"shambles","8","232","5.447","NN|VB"
"shambling","9","251","5.525","VB"
"shame","5","11,304","9.333","NN|VB"
"shamed","6","221","5.398","VB|JJ"
"shamefaced","10","13","2.565","JJ"
"shamefacedly","12","23","3.135","RB"
"shameful","8","873","6.772","JJ"
"shameless","9","1,149","7.047","JJ"
"shames","6","95","4.554","NN|VB"
"shammy","6","13","2.565","NN"
"shampoo","7","2,336","7.756","NN|VB"
"shamrock","8","498","6.211","NN"
"shams","5","56","4.025","NN"
"Shanghai","8","1,705","7.441","NN|VB"
"shank","5","503","6.221","NN"
"Shannon","7","4,491","8.410","NN"
"shan't","6","150","5.011","encl"
"shanties","8","35","3.555","NN"
"shanty","6","190","5.247","NN"
"shantytown","10","45","3.807","NN"
"shape","5","23,161","10.050","NN|VB"
"shaped","6","5,193","8.555","VB|JJ"
"shapeless","9","139","4.934","JJ"
"shapely","7","525","6.263","JJ"
"shapes","6","3,197","8.070","NN|VB"
"shaping","7","1,233","7.117","VB|NN"
"shard","5","200","5.298","NN"
"shards","6","443","6.094","NN"
"share","5","57,769","10.964","NN|VB"
"sharecrop","9","2","0.693","NN|VB"
"sharecropper","12","14","2.639","NN"
"shared","6","18,209","9.810","VB"
"shareholder","11","773","6.650","NN"
"shareholders","12","1,532","7.334","NN"
"sharers","7","56","4.025","NN"
"shares","6","9,096","9.116","NN|VB"
"sharing","7","14,243","9.564","VB|NN"
"shark","5","3,255","8.088","NN"
"sharks","6","2,319","7.749","NN|VB"
"shark's","7","47","3.850","encl"
"sharkskin","9","8","2.079","NN"
"Sharon","6","5,623","8.635","NN"
"sharp","5","12,847","9.461","JJ|NN"
"sharpen","7","523","6.260","VB"
"sharpened","9","451","6.111","VB"
"sharpener","9","133","4.890","NN"
"sharpening","10","488","6.190","VB"
"sharper","7","913","6.817","JJ"
"sharpest","8","179","5.187","JJ"
"sharply","7","2,032","7.617","RB"
"sharpness","9","624","6.436","NN"
"sharpshooter","12","173","5.153","NN"
"sharpshooters","13","120","4.787","NN"
"shatter","7","2,382","7.776","VB"
"shattered","9","2,240","7.714","VB|JJ"
"shattering","10","715","6.572","VB"
"shatterproof","12","30","3.401","JJ"
"shatters","8","230","5.438","VB"
"shave","5","1,842","7.519","NN|VB"
"shaved","6","1,574","7.361","VB|JJ"
"shaven","6","418","6.035","JJ"
"shaver","6","276","5.620","NN"
"shaving","7","1,308","7.176","NN|VB"
"shavings","8","316","5.756","NN"
"shaw","4","5,608","8.632","NN"
"shawl","5","182","5.204","NN"
"shawls","6","33","3.497","NN"
"Shawn","5","8,986","9.103","NN"
"Shawnee","7","432","6.068","NN"
"she","3","488,052","13.098","minor"
"Shea","4","1,969","7.585","NN"
"sheaf","5","78","4.357","NN"
"shear","5","905","6.808","NN|VB"
"shearing","8","168","5.124","NN|VB"
"Shea's","6","192","5.257","encl"
"sheath","6","892","6.793","NN"
"sheathe","7","19","2.944","VB"
"sheathing","9","82","4.407","NN|VB"
"shebang","7","215","5.371","NN"
"shed","4","6,227","8.737","NN|VB"
"she'd","5","7,022","8.857","encl"
"shedding","8","878","6.778","VB|NN"
"sheds","5","800","6.685","VB|NN"
"sheen","5","778","6.657","NN"
"sheep","5","7,524","8.926","NN"
"sheepdog","8","684","6.528","NN"
"sheepish","8","226","5.421","JJ"
"sheepskin","9","100","4.605","NN"
"sheer","5","5,297","8.575","JJ"
"sheered","7","4","1.386","VB"
"sheet","5","17,017","9.742","NN"
"sheeted","7","34","3.526","JJ"
"sheeting","8","168","5.124","VB|NN"
"sheets","6","8,127","9.003","NN"
"sheik","5","439","6.084","NN"
"sheikh","6","994","6.902","NN"
"Sheila","6","2,295","7.738","NN"
"shelf","5","5,669","8.643","NN"
"shell","5","37,174","10.523","NN|VB"
"she'll","6","4,104","8.320","encl"
"shellac","7","299","5.700","NN|VB"
"shelled","7","628","6.443","VB"
"Shelley","7","1,241","7.124","NN"
"Shelley's","9","180","5.193","encl"
"shellfish","9","266","5.583","NN"
"shells","6","6,895","8.839","NN|VB"
"shellshock","10","10","2.303","NN"
"shelter","7","4,384","8.386","NN|VB"
"sheltered","9","654","6.483","VB|JJ"
"sheltering","10","197","5.283","VB"
"shelters","8","1,520","7.326","NN|VB"
"shelve","6","101","4.615","VB"
"shelved","7","367","5.905","VB"
"shelves","7","3,045","8.021","NN|VB"
"Shenandoah","10","344","5.841","NN"
"shenanigan","10","17","2.833","NN"
"shenanigans","11","270","5.598","NN"
"Shepard","7","877","6.777","NN"
"shepherd","8","3,608","8.191","NN|VB"
"shepherds","9","573","6.351","NN|VB"
"shepherd's","10","171","5.142","encl"
"Sheraton","8","650","6.477","NN"
"sherbet","7","38","3.638","NN"
"sheriff","7","1,740","7.462","NN"
"sheriffs","8","284","5.649","NN"
"sheriff's","9","555","6.319","encl"
"Sherlock","8","2,231","7.710","NN"
"Sherpa","6","74","4.304","NN"
"sherry","6","2,082","7.641","NN"
"Sherwood","8","1,743","7.463","NN"
"she's","5","31,313","10.352","encl"
"Shetland","8","911","6.815","NN"
"shied","5","95","4.554","VB"
"shield","6","14,024","9.549","NN|VB"
"shielded","8","1,212","7.100","VB|JJ"
"shielding","9","922","6.827","NN|VB"
"shields","7","5,578","8.627","NN|VB"
"shies","5","17","2.833","VB|NN"
"shift","5","15,458","9.646","NN|VB"
"shifted","7","2,865","7.960","VB"
"shifting","8","3,169","8.061","VB|NN"
"shiftless","9","60","4.094","JJ"
"shifts","6","2,631","7.875","NN|VB"
"shifty","6","109","4.691","JJ"
"shill","5","263","5.572","JJ|NN"
"shilling","8","215","5.371","NN"
"shillings","9","139","4.934","NN"
"shim","4","478","6.170","NN|VB"
"shimmer","7","159","5.069","NN|VB"
"shimmering","10","316","5.756","VB|JJ"
"shin","4","1,605","7.381","NN|VB"
"shinbone","8","7","1.946","NN"
"shindig","7","68","4.220","NN"
"shine","5","3,206","8.073","VB|NN"
"shines","6","1,129","7.029","VB|NN"
"shingle","7","129","4.860","NN|VB"
"shingles","8","223","5.407","NN|VB"
"shining","7","3,171","8.062","VB|NN|JJ"
"shiningly","9","4","1.386","RB"
"Shinto","6","242","5.489","NN"
"Shintoism","9","24","3.178","NN"
"shiny","5","2,739","7.915","JJ"
"ship","4","51,299","10.845","NN|VB"
"shipboard","9","192","5.257","NN"
"shipbroker","10","0","0.000","NN"
"shipbuilder","11","5","1.609","NN"
"shipbuilding","12","150","5.011","NN|VB"
"shipload","8","16","2.773","NN"
"shipman","7","145","4.977","NN"
"shipmate","8","24","3.178","NN"
"shipmates","9","99","4.595","NN"
"shipment","8","3,559","8.177","NN"
"shipments","9","2,182","7.688","NN"
"shipowner","9","8","2.079","NN"
"shipped","7","20,015","9.904","VB"
"shipper","7","632","6.449","NN"
"shippers","8","237","5.468","NN"
"shipping","8","78,308","11.268","VB|NN"
"ships","5","17,949","9.795","NN|VB"
"ship's","6","1,552","7.347","encl"
"shipshape","9","25","3.219","JJ"
"shipwreck","9","211","5.352","NN"
"shipwrecked","11","126","4.836","JJ"
"shipwright","10","50","3.912","NN"
"shipyard","8","247","5.509","NN"
"shipyards","9","241","5.485","NN"
"shire","5","602","6.400","NN"
"shires","6","54","3.989","NN"
"shirk","5","167","5.118","VB"
"shirking","8","63","4.143","VB"
"Shirley","7","2,263","7.724","NN"
"Shirley's","9","29","3.367","encl"
"shirt","5","8,155","9.006","NN"
"shirtfront","10","7","1.946","NN|JJ|VB"
"shirts","6","3,172","8.062","NN"
"shirtsleeve","11","3","1.099","NN"
"shirttail","9","7","1.946","NN|VB"
"shirtwaist","10","36","3.584","NN"
"shiver","6","695","6.544","NN|VB"
"shivered","8","420","6.040","VB"
"shivering","9","441","6.089","VB|NN|JJ"
"shivery","7","15","2.708","JJ"
"shoal","5","100","4.605","NN"
"shoals","6","176","5.170","NN"
"shock","5","11,041","9.309","NN|VB"
"shocked","7","4,967","8.511","VB|JJ"
"shocker","7","353","5.866","NN"
"shocking","8","1,828","7.511","JJ|VB|NN"
"shockingly","10","167","5.118","RB"
"shockproof","10","16","2.773","JJ"
"shocks","6","1,729","7.455","NN|VB"
"shockwave","9","977","6.884","NN"
"shod","4","113","4.727","JJ"
"shoddy","6","700","6.551","JJ|NN"
"shoe","4","5,209","8.558","NN|VB"
"shoeblack","9","0","0.000","NN|VB"
"shoehorn","8","151","5.017","NN|VB"
"shoelace","8","47","3.850","NN"
"shoelaces","9","129","4.860","NN"
"shoemaker","9","383","5.948","NN"
"shoes","5","11,573","9.356","NN|VB"
"shoeshine","9","45","3.807","VB"
"shoestring","10","336","5.817","NN"
"shoestrings","11","30","3.401","NN"
"shogun","6","391","5.969","NN"
"shone","5","397","5.984","VB"
"shoo","4","216","5.375","NN|VB|minor"
"shooing","7","33","3.497","VB|NN|JJ"
"shook","5","4,213","8.346","VB"
"shoot","5","23,531","10.066","VB|NN"
"shooter","7","2,389","7.779","NN"
"shooters","8","1,105","7.008","NN"
"shooting","8","14,908","9.610","NN|VB"
"shootings","9","674","6.513","NN"
"shop","4","27,995","10.240","NN|VB"
"shopkeeper","10","289","5.666","NN"
"shopkeepers","11","205","5.323","NN"
"shoplift","8","20","2.996","VB"
"shoplifter","10","39","3.664","NN"
"shopper","7","1,861","7.529","NN"
"shopping","8","9,583","9.168","NN|VB"
"shops","5","10,164","9.227","NN|VB"
"shop's","6","143","4.963","#"
"shopwindow","10","0","0.000","NN"
"shopworn","8","32","3.466","JJ"
"shore","5","6,111","8.718","NN|VB"
"shoreline","9","1,049","6.956","NN"
"shorelines","10","55","4.007","NN"
"shores","6","1,735","7.459","NN|VB"
"shorn","5","89","4.489","VB|JJ"
"short","5","95,521","11.467","JJ|NN|RB|VB"
"shortage","8","2,551","7.844","NN"
"shortages","9","717","6.575","NN"
"shortbread","10","53","3.970","NN"
"shortcake","9","86","4.454","NN"
"shortcoming","11","310","5.737","NN"
"shortcomings","12","1,228","7.113","NN"
"shortcut","8","1,458","7.285","NN"
"shortcuts","9","890","6.791","NN"
"shorten","7","1,108","7.010","VB"
"shortened","9","1,432","7.267","VB"
"shortening","10","823","6.713","VB|NN"
"shorter","7","7,682","8.947","JJ"
"shortest","8","1,475","7.296","JJ"
"shortfall","9","327","5.790","NN"
"shorthand","9","613","6.418","NN"
"shorthanded","11","128","4.852","JJ"
"shortly","7","9,635","9.173","RB"
"shortness","9","193","5.263","NN"
"shorts","6","5,533","8.618","NN|VB"
"shortsighted","12","299","5.700","JJ"
"shortsightedness","16","52","3.951","NN"
"shortstop","9","236","5.464","NN"
"shorty","6","293","5.680","NN"
"shot","4","42,214","10.651","NN|VB"
"shotgun","7","3,458","8.148","NN"
"shotguns","8","918","6.822","NN"
"shots","5","15,267","9.633","NN"
"should","6","594,293","13.295","VB"
"shoulder","8","11,440","9.345","NN|VB"
"shouldered","10","101","4.615","VB"
"shouldering","11","58","4.060","VB"
"shoulders","9","7,751","8.956","NN|VB"
"shouldn't","9","30,129","10.313","encl"
"shout","5","3,285","8.097","NN|VB"
"shouted","7","2,180","7.687","VB"
"shouting","8","3,165","8.060","VB|NN"
"shouts","6","890","6.791","NN|VB"
"shove","5","2,255","7.721","VB|NN"
"shoved","6","1,853","7.525","VB"
"shovel","6","1,017","6.925","NN|VB"
"shoveled","8","93","4.533","VB"
"shovels","7","219","5.389","NN|VB"
"shoving","7","835","6.727","VB"
"show","4","178,842","12.094","VB|NN"
"showbiz","7","270","5.598","NN|JJ"
"showboat","8","139","4.934","NN"
"showcase","8","2,583","7.857","NN"
"showdown","8","1,104","7.007","NN"
"showed","6","22,575","10.025","VB"
"shower","6","6,874","8.836","NN|VB"
"showered","8","480","6.174","VB"
"showerhead","10","40","3.689","#"
"showering","9","367","5.905","VB"
"showers","7","1,492","7.308","NN|VB"
"showery","7","2","0.693","JJ"
"showgirl","8","67","4.205","NN"
"showing","7","24,886","10.122","VB|NN"
"showings","8","516","6.246","NN"
"showman","7","107","4.673","NN"
"showmanship","11","123","4.812","NN"
"showmen","7","13","2.565","NN"
"shown","5","31,872","10.369","VB"
"showpiece","9","79","4.369","NN"
"showplace","9","51","3.932","NN"
"showroom","8","445","6.098","NN"
"shows","5","64,056","11.068","VB|NN"
"showy","5","119","4.779","JJ"
"shrank","6","209","5.342","VB"
"shrapnel","8","490","6.194","NN"
"shred","5","1,446","7.277","NN|VB"
"shredded","8","855","6.751","JJ"
"shredder","8","424","6.050","NN"
"shredding","9","334","5.811","VB|NN"
"shreds","6","657","6.488","NN|VB"
"shrew","5","222","5.403","NN"
"shrewd","6","290","5.670","JJ"
"shrewdest","9","13","2.565","JJ"
"shrewdly","8","22","3.091","RB"
"shrewish","8","30","3.401","JJ"
"shriek","6","358","5.881","NN|VB"
"shrieked","8","218","5.384","VB"
"shrieking","9","235","5.460","NN|VB"
"shrill","6","479","6.172","JJ"
"shrilled","8","5","1.609","#"
"shrilling","9","13","2.565","VB|NN|JJ"
"shrillness","10","22","3.091","NN"
"shrilly","7","46","3.829","RB"
"shrimp","6","1,993","7.597","NN"
"shrine","6","2,376","7.773","NN"
"shrines","7","344","5.841","NN"
"shrink","6","4,085","8.315","VB|NN"
"shrinkage","9","261","5.565","NN"
"shrinking","9","1,449","7.279","VB|NN"
"shrinks","7","573","6.351","VB|NN"
"shrivel","7","137","4.920","VB"
"shriveled","9","125","4.828","VB|JJ"
"shroud","6","600","6.397","VB|NN"
"shrouded","8","256","5.545","VB"
"shrub","5","280","5.635","NN"
"shrubbery","9","160","5.075","NN"
"shrubs","6","339","5.826","NN"
"shrug","5","1,718","7.449","NN|VB"
"shrugged","8","1,796","7.493","VB"
"shrugs","6","289","5.666","VB"
"shrunken","8","148","4.997","JJ"
"shuck","5","92","4.522","NN|VB"
"shucks","6","294","5.684","minor|NN|VB"
"shudder","7","1,770","7.479","VB"
"shuddered","9","663","6.497","VB"
"shuddering","10","357","5.878","VB"
"shuffle","7","1,959","7.580","NN|VB"
"shuffleboard","12","28","3.332","NN"
"shuffled","8","778","6.657","VB"
"shuffling","9","690","6.537","VB|NN"
"shun","4","925","6.830","VB"
"shunned","7","437","6.080","VB"
"shunning","8","122","4.804","VB"
"shuns","5","70","4.248","VB"
"shunt","5","245","5.501","NN|VB"
"shunted","7","121","4.796","VB"
"shunts","6","25","3.219","VB|NN"
"shush","5","47","3.850","minor"
"shut","4","19,700","9.888","VB|NN"
"shutdown","8","4,263","8.358","NN"
"shutdowns","9","187","5.231","NN"
"shuts","5","956","6.863","VB|NN"
"shutter","7","1,732","7.457","NN|VB"
"shuttered","9","68","4.220","VB|JJ"
"shutters","8","210","5.347","NN|VB"
"shutting","8","2,003","7.602","VB"
"shuttle","7","8,379","9.033","NN"
"shuttlecock","11","7","1.946","NN"
"shuttled","8","63","4.143","VB"
"shuttling","9","89","4.489","VB|NN"
"shy","3","4,115","8.322","JJ|NN|VB"
"shyly","5","220","5.394","RB"
"Siamese","7","1,059","6.965","NN|JJ"
"Siberia","7","980","6.888","NN"
"Siberian","8","799","6.683","JJ|NN"
"sibilant","8","520","6.254","JJ|NN"
"sibling","7","789","6.671","NN"
"sibyls","6","2","0.693","NN"
"sic","3","4,488","8.409","RB|minor"
"Sicilian","8","372","5.919","JJ|NN"
"Sicilians","9","13","2.565","NN"
"Sicily","6","332","5.805","NN"
"sick","4","22,109","10.004","JJ|NN|VB"
"sickbay","7","641","6.463","NN"
"sickbed","7","29","3.367","NN"
"sicken","6","91","4.511","VB"
"sickened","8","266","5.583","VB|JJ"
"sickening","9","654","6.483","JJ|VB"
"sicker","6","193","5.263","JJ"
"sickish","7","0","0.000","JJ"
"sickle","6","393","5.974","JJ"
"sickly","6","351","5.861","JJ|RB"
"sickness","8","1,765","7.476","NN"
"sickroom","8","12","2.485","NN"
"side","4","112,408","11.630","NN|VB|JJ"
"sidearms","8","112","4.718","NN"
"sideboard","9","503","6.221","NN"
"sideboards","10","77","4.344","NN"
"sideburns","9","130","4.868","NN"
"sidecar","7","124","4.820","NN"
"sidechairs","10","0","0.000","#"
"sided","5","1,976","7.589","VB"
"sidekick","8","1,176","7.070","NN"
"sidelight","9","59","4.078","NN"
"sideline","8","355","5.872","NN"
"sidelines","9","538","6.288","NN"
"sidelong","8","54","3.989","JJ"
"sides","5","22,750","10.032","NN|VB"
"side's","6","221","5.398","encl"
"sidesaddle","10","33","3.497","NN|RB"
"sideshow","8","379","5.938","NN"
"sidesplitting","13","8","2.079","JJ"
"sidestep","8","266","5.583","VB|NN"
"sidesteps","9","64","4.159","VB|NN"
"sidestroke","10","2","0.693","NN"
"sideswipe","9","91","4.511","NN|VB"
"sidetrack","9","115","4.745","VB"
"sidewalk","8","1,502","7.315","NN"
"sidewalks","9","680","6.522","NN"
"sideward","8","15","2.708","JJ|RB"
"sideways","8","2,048","7.625","RB|NN|JJ"
"sidewinder","10","486","6.186","NN"
"sidewise","8","19","2.944","RB"
"siding","6","563","6.333","NN|VB"
"sidle","5","19","2.944","VB"
"sidled","6","42","3.738","VB"
"Sidney","6","1,307","7.175","NN"
"Sidney's","8","22","3.091","encl"
"siege","5","1,739","7.461","NN"
"Siegfried","9","354","5.869","NN"
"sienna","6","37","3.611","JJ|NN"
"sierra","6","5,887","8.681","NN"
"sierras","7","184","5.215","NN"
"siesta","6","315","5.753","NN"
"sieve","5","494","6.203","NN|VB"
"sift","4","769","6.645","VB|NN"
"sifted","6","214","5.366","VB"
"sifter","6","16","2.773","NN"
"sifting","7","309","5.733","NN|VB"
"sigh","4","8,526","9.051","NN|VB"
"sighed","6","2,220","7.705","VB"
"sighing","7","329","5.796","VB"
"sighs","5","578","6.360","NN|VB"
"sight","5","14,322","9.570","NN|VB"
"sighted","7","832","6.724","VB"
"sighting","8","1,878","7.538","NN|VB"
"sightless","9","44","3.784","JJ"
"sights","6","2,292","7.737","NN|VB"
"sightsee","8","34","3.526","VB"
"sightseeing","11","451","6.111","NN|VB|JJ"
"sightseer","9","3","1.099","NN"
"sightseers","10","27","3.296","NN"
"sigma","5","2,805","7.939","NN"
"Sigmund","7","840","6.733","NN"
"sign","4","39,389","10.581","NN|VB"
"signal","6","28,245","10.249","NN|VB"
"signaled","8","331","5.802","VB"
"signaling","9","770","6.646","VB|NN"
"signalizes","10","0","0.000","VB"
"signally","8","13","2.565","RB"
"signalman","9","18","2.890","NN"
"signals","7","10,984","9.304","NN|VB"
"signature","9","20,062","9.907","NN"
"signatures","10","6,798","8.824","NN"
"signed","6","27,435","10.220","VB"
"signers","7","183","5.209","NN"
"significance","12","6,015","8.702","NN"
"significant","11","32,223","10.380","JJ"
"significantly","13","10,893","9.296","RB"
"significants","12","4","1.386","#"
"signification","13","64","4.159","NN"
"signified","9","162","5.088","VB"
"signifies","9","592","6.384","VB"
"signify","7","662","6.495","VB"
"signing","7","7,274","8.892","VB|NN"
"signor","6","28","3.332","NN"
"signora","7","18","2.890","NN"
"signore","7","87","4.466","NN"
"signpost","8","268","5.591","NN"
"signposts","9","78","4.357","NN"
"signs","5","14,885","9.608","NN|VB"
"sikh","4","1,641","7.403","JJ|NN"
"silage","6","74","4.304","NN"
"silence","7","9,662","9.176","NN|VB"
"silenced","8","727","6.589","VB"
"silencer","8","275","5.617","NN"
"silences","8","107","4.673","NN|VB"
"silencing","9","293","5.680","VB"
"silent","6","9,257","9.133","JJ"
"silently","8","2,228","7.709","RB"
"silhouette","10","2,156","7.676","NN"
"silhouetted","11","73","4.290","JJ|VB"
"silhouettes","11","165","5.106","NN"
"silica","6","454","6.118","NN"
"silicon","7","11,228","9.326","NN|JJ"
"silicone","8","924","6.829","NN"
"silk","4","3,864","8.259","NN"
"silken","6","219","5.389","JJ"
"silkworm","8","91","4.511","NN"
"silkworms","9","24","3.178","NN"
"silky","5","1,034","6.941","JJ"
"sill","4","439","6.084","NN"
"silliest","8","222","5.403","JJ"
"silly","5","21,570","9.979","JJ|NN"
"silo","4","640","6.461","NN"
"silos","5","1,514","7.323","NN"
"silt","4","182","5.204","NN|VB"
"silver","6","24,413","10.103","NN|VB|JJ"
"silverfish","10","36","3.584","NN"
"silvers","7","240","5.481","NN|VB"
"silversmith","11","60","4.094","NN"
"silverware","10","244","5.497","NN"
"silvery","7","327","5.790","JJ"
"simian","6","314","5.749","JJ|NN"
"similar","7","103,270","11.545","JJ"
"similarities","12","3,146","8.054","NN"
"similarity","10","2,636","7.877","NN"
"similarly","9","9,427","9.151","RB"
"simile","6","215","5.371","NN"
"similitude","10","37","3.611","NN"
"simmer","6","1,121","7.022","VB"
"simmered","8","69","4.234","VB"
"Simmons","7","2,199","7.696","NN"
"Simon","5","16,021","9.682","NN"
"Simon's","7","425","6.052","encl"
"simple","6","84,794","11.348","JJ|NN"
"simpler","7","5,128","8.542","JJ"
"simples","7","141","4.949","NN"
"simplest","8","3,151","8.055","JJ"
"simpleton","9","141","4.949","NN"
"simplex","7","529","6.271","NN|JJ"
"simplicities","12","38","3.638","NN"
"simplicitude","12","0","0.000","#"
"simplicity","10","2,557","7.847","NN"
"simplification","14","747","6.616","NN"
"simplified","10","2,064","7.632","JJ|VB"
"simplifies","10","526","6.265","VB"
"simplify","8","1,782","7.485","VB"
"simplistic","10","2,291","7.737","JJ"
"simply","6","102,396","11.537","RB|JJ"
"Simpson","7","6,723","8.813","NN"
"Simpson's","9","605","6.405","encl"
"simulate","8","2,796","7.936","VB"
"simulated","9","2,198","7.695","VB|JJ"
"simulation","10","11,102","9.315","NN"
"simulator","9","5,694","8.647","NN"
"simultaneous","12","3,488","8.157","JJ"
"simultaneously","14","7,970","8.983","RB"
"sin","3","17,449","9.767","NN|VB"
"Sinatra","7","653","6.482","NN"
"since","5","320,454","12.677","minor"
"sincere","7","4,659","8.447","JJ"
"sincerely","9","8,281","9.022","RB"
"sincerest","9","316","5.756","JJ"
"sincerity","9","1,085","6.989","NN"
"sine","4","1,153","7.050","NN"
"sinew","5","64","4.159","NN"
"sinews","6","52","3.951","NN"
"sinful","6","1,041","6.948","JJ"
"sinfulness","10","67","4.205","NN"
"sing","4","10,917","9.298","VB"
"Singapore","9","10,519","9.261","NN"
"singe","5","118","4.771","NN|VB"
"singed","6","211","5.352","VB|JJ"
"singer","6","9,407","9.149","NN"
"singers","7","3,361","8.120","NN"
"singer's","8","257","5.549","encl"
"singing","7","12,561","9.438","VB|NN"
"single","6","94,811","11.460","JJ|NN|RB|VB"
"singled","7","693","6.541","VB"
"singlehandedly","14","177","5.176","RB"
"singleness","10","121","4.796","NN"
"singles","7","9,841","9.194","NN|VB"
"singleton","9","466","6.144","NN"
"singly","6","322","5.775","RB"
"sings","5","3,143","8.053","VB|NN"
"singsong","8","11","2.398","NN"
"singsonged","10","0","0.000","JJ"
"singular","8","2,062","7.631","JJ|NN"
"singularity","11","1,312","7.179","NN"
"singularize","11","0","0.000","VB"
"singularly","10","330","5.799","RB"
"sinister","8","2,553","7.845","JJ|NN"
"sink","4","8,579","9.057","VB|NN"
"sinkhole","8","5,764","8.659","NN"
"sinking","7","1,861","7.529","VB|NN"
"sinless","7","185","5.220","JJ"
"sinned","6","649","6.475","VB"
"sinner","6","1,124","7.025","NN"
"sinners","7","926","6.831","NN"
"sinning","7","235","5.460","NN|VB"
"sins","4","5,195","8.555","NN|VB"
"sinuous","7","51","3.932","JJ"
"sinuously","9","7","1.946","RB"
"sinuousness","11","0","0.000","NN"
"sinus","5","417","6.033","NN"
"sinuses","7","217","5.380","NN"
"sinusitis","9","70","4.248","NN"
"sinusoidal","10","122","4.804","JJ"
"Sioux","5","1,316","7.182","NN"
"sip","3","906","6.809","NN|VB"
"siphon","6","514","6.242","VB|NN"
"siphoned","8","98","4.585","VB|JJ"
"sipped","6","235","5.460","VB"
"sipping","7","560","6.328","VB"
"sir","3","19,872","9.897","NN|minor"
"sire","4","931","6.836","NN|VB"
"sired","5","113","4.727","VB|JJ"
"siren","5","714","6.571","NN|JJ"
"sirens","6","1,032","6.939","NN"
"sirloin","7","80","4.382","NN"
"sirs","4","514","6.242","NN"
"sis","3","2,066","7.633","NN|JJ"
"sissy","5","517","6.248","JJ"
"sister","6","17,160","9.750","NN"
"sisterhood","10","265","5.580","NN"
"sisters","7","9,667","9.176","NN"
"sister's","8","1,662","7.416","encl"
"Sistine","7","88","4.477","NN"
"sit","3","25,658","10.153","VB"
"site","4","148,790","11.910","NN|VB"
"sites","5","83,123","11.328","NN|VB"
"sits","4","5,661","8.641","VB"
"sitter","6","499","6.213","NN"
"sitters","7","134","4.898","NN"
"sitter's","8","24","3.178","encl"
"sitting","7","23,789","10.077","VB|NN"
"sittings","8","43","3.761","NN"
"situate","7","37","3.611","VB"
"situated","8","1,910","7.555","VB"
"situation","9","59,523","10.994","NN"
"situations","10","14,824","9.604","NN"
"six","3","43,679","10.685","minor|NN"
"sixfold","7","3","1.099","RB|JJ"
"sixpence","8","90","4.500","NN"
"sixpenny","8","3","1.099","NN|JJ"
"sixteen","7","1,982","7.592","minor|NN"
"sixteenth","9","497","6.209","JJ|NN"
"sixth","5","4,468","8.405","JJ|NN"
"sixties","7","1,965","7.583","NN"
"sixtieth","8","8","2.079","JJ"
"sixty","5","1,577","7.363","minor|NN"
"sizable","7","853","6.749","JJ"
"size","4","107,005","11.581","NN|VB"
"sizeable","8","620","6.430","JJ"
"sized","5","5,139","8.545","VB|JJ"
"sizes","5","11,391","9.341","NN|VB"
"sizzle","6","211","5.352","NN|VB"
"sizzled","7","27","3.296","VB"
"sizzling","8","251","5.525","JJ|VB"
"skate","5","10,328","9.243","VB|NN"
"skateboard","10","303","5.714","NN|VB"
"skateboarder","12","27","3.296","NN"
"skater","6","1,934","7.567","NN"
"skates","6","6,717","8.812","NN|VB"
"skating","7","8,751","9.077","VB|NN"
"skedaddle","9","20","2.996","VB"
"skeet","5","181","5.198","NN"
"skein","5","172","5.147","NN"
"skeletal","8","588","6.377","JJ"
"skeleton","8","2,347","7.761","NN"
"skeletons","9","2,125","7.662","NN"
"skeptical","9","4,308","8.368","JJ"
"skeptically","11","56","4.025","RB"
"skepticism","10","1,343","7.203","NN"
"skeptics","8","1,262","7.140","NN"
"sketch","6","2,053","7.627","NN|VB"
"sketchbook","10","89","4.489","NN"
"sketched","8","203","5.313","VB"
"sketches","8","1,215","7.102","NN|VB"
"sketching","9","140","4.942","VB"
"sketchpad","9","61","4.111","NN"
"sketchy","7","738","6.604","JJ"
"skew","4","733","6.597","VB|JJ"
"skewer","6","201","5.303","NN|VB"
"ski","3","12,347","9.421","NN|VB"
"skid","4","783","6.663","NN|VB"
"skidded","7","100","4.605","VB|JJ"
"skidding","8","172","5.147","VB|NN|JJ"
"skidpan","7","3","1.099","NN"
"skids","5","237","5.468","NN|VB"
"skier","5","1,005","6.913","NN"
"skies","5","2,819","7.944","NN"
"skiing","6","5,768","8.660","NN|VB"
"skilful","7","54","3.989","JJ"
"skilfully","9","41","3.714","RB"
"skilift","7","1","0.000","VB|NN"
"skill","5","18,471","9.824","NN|JJ"
"skilled","7","4,952","8.508","JJ"
"skillet","7","654","6.483","NN"
"skillful","8","494","6.203","JJ"
"skillfully","10","284","5.649","RB"
"skillfulness","12","1","0.000","NN"
"skills","6","80,670","11.298","NN"
